title,movieId,tag,genres,year,combined
Anatomy of a Murder (1959),3801,oscar_(best_actor) crime oscar_(best_directing) lawyers adapted_from:book dramatic lawyer drama oscar_(best_cinematography) murder court criterion imdb_top_250 great_acting suspense courtroom_drama justice rape black_and_white courtroom moral_ambiguity oscar_(best_picture) oscar_(best_actress),drama mystery,1959,oscar_(best_actor) crime oscar_(best_directing) lawyers adapted_from:book dramatic lawyer drama oscar_(best_cinematography) murder court criterion imdb_top_250 great_acting suspense courtroom_drama justice rape black_and_white courtroom moral_ambiguity oscar_(best_picture) oscar_(best_actress) drama mystery
Criminal Lovers (1999),3800,sexual france french,crime drama romance thriller,1999,sexual france french crime drama romance thriller
Pokémon the Movie 2000 (2000),3799,anime,animation children,2000,anime animation children
What Lies Beneath (2000),3798,ghosts horror haunted_house suspense supernatural thriller surprise_ending suspenseful,drama horror mystery,2000,ghosts horror haunted_house suspense supernatural thriller surprise_ending suspenseful drama horror mystery
"In Crowd, The (2000)",3797,teen_movie sexy,thriller,2000,teen_movie sexy thriller
"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",3796,immortality love vampires love_story vampire original,romance thriller,2000,immortality love vampires love_story vampire original romance thriller
"Five Senses, The (1999)",3795,multiple_storylines relationships loneliness independent_film,drama,1999,multiple_storylines relationships loneliness independent_film drama
Chuck & Buck (2000),3794,weird indie obsession gay independent_film original,comedy drama,2000,weird indie obsession gay independent_film original comedy drama
X-Men (2000),3793,action mutants comics marvel franchise cool action_packed special_effects based_on_a_comic comic_book scifi dynamic_cgi_action adapted_from:comic future good_action genetics pg_13 fight_scenes science_fiction fighting comic_book_adaption super_hero superhero big_budget superheroes sci_fi sequels good based_on_comic,action adventure sci_fi,2000,action mutants comics marvel franchise cool action_packed special_effects based_on_a_comic comic_book scifi dynamic_cgi_action adapted_from:comic future good_action genetics pg_13 fight_scenes science_fiction fighting comic_book_adaption super_hero superhero big_budget superheroes sci_fi sequels good based_on_comic action adventure sci_fi
Duel in the Sun (1946),3792,gunfight western,drama romance western,1946,gunfight western drama romance western
Footloose (1984),3791,rock_and_roll small_town music good_music awesome_soundtrack 80s teen 1980s dancing high_school teen_movie dance,drama,1984,rock_and_roll small_town music good_music awesome_soundtrack 80s teen 1980s dancing high_school teen_movie dance drama
Groove (2000),3790,good_soundtrack music drugs drug_abuse independent_film,drama,2000,good_soundtrack music drugs drug_abuse independent_film drama
"Pawnbroker, The (1964)",3789,oscar_(best_actor) camp loneliness bleak mentor holocaust jews genocide downbeat oscar_(best_directing) dramatic,drama,1964,oscar_(best_actor) camp loneliness bleak mentor holocaust jews genocide downbeat oscar_(best_directing) dramatic drama
Blow-Up (Blowup) (1966),3788,cerebral weird artistic surreal existentialism mystery meditative enigmatic art_house golden_palm murder murder_mystery criterion,drama mystery,1966,cerebral weird artistic surreal existentialism mystery meditative enigmatic art_house golden_palm murder murder_mystery criterion drama mystery
Shower (Xizao) (1999),3787,touching china foreign,comedy,1999,touching china foreign comedy
But I'm a Cheerleader (1999),3786,gay_character cheerleading stereotypes coming_of_age homosexuality camp independent_film teen gay queer lesbian,comedy,1999,gay_character cheerleading stereotypes coming_of_age homosexuality camp independent_film teen gay queer lesbian comedy
Scary Movie (2000),3785,funny_as_hell satire hilarious parody funniest_movies horror stupidity goofy silly_fun dumb funny male_nudity stupid humor crude_humor comedy dumb_but_funny sex spoof,comedy horror,2000,funny_as_hell satire hilarious parody funniest_movies horror stupidity goofy silly_fun dumb funny male_nudity stupid humor crude_humor comedy dumb_but_funny sex spoof comedy horror
"Kid, The (2000)",3784,kids_and_family kids,comedy fantasy,2000,kids_and_family kids comedy fantasy
Croupier (1998),3783,narrated caper independent_film casino twists_&_turns stylish heist gambling complex neo_noir crime london,crime drama,1998,narrated caper independent_film casino twists_&_turns stylish heist gambling complex neo_noir crime london crime drama
Shaft's Big Score! (1972),3782,sequels sequel blaxploitation,action crime,1972,sequels sequel blaxploitation action crime
Shaft in Africa (1973),3781,blaxploitation africa,action crime,1973,blaxploitation africa action crime
Rocketship X-M (1950),3780,alien space_travel first_contact space mars science moon astronauts science_fiction sci_fi scifi futuristic space_opera,sci_fi,1950,alien space_travel first_contact space mars science moon astronauts science_fiction sci_fi scifi futuristic space_opera sci_fi
Nekromantik (1987),3777,splatter nudity_(full_frontal___brief) weird horror cult_classic disturbing cult_film male_nudity sex death,comedy horror,1987,splatter nudity_(full_frontal___brief) weird horror cult_classic disturbing cult_film male_nudity sex death comedy horror
Melody Time (1948),3776,music animated animation cartoon disney disney_animated_feature,animation children musical,1948,music animated animation cartoon disney disney_animated_feature animation children musical
Make Mine Music (1946),3775,family music animation cartoon fun_movie musical disney,animation children musical,1946,family music animation cartoon fun_movie musical disney animation children musical
House Party 2 (1991),3774,hip_hop sequel,comedy drama romance,1991,hip_hop sequel comedy drama romance
House Party (1990),3773,hip_hop teen_movie,comedy,1990,hip_hop teen_movie comedy
The Golden Voyage of Sinbad (1973),3771,stop_motion imagination sword_fight wizards modern_fantasy fantasy_world adventure good_versus_evil dark_fantasy magic high_fantasy special_effects medieval mythology fountain_of_youth fantasy,action adventure fantasy,1973,stop_motion imagination sword_fight wizards modern_fantasy fantasy_world adventure good_versus_evil dark_fantasy magic high_fantasy special_effects medieval mythology fountain_of_youth fantasy action adventure fantasy
Dreamscape (1984),3770,stop_motion surreal special_effects sci_fi dreams,horror sci_fi thriller,1984,stop_motion surreal special_effects sci_fi dreams horror sci_fi thriller
Thunderbolt and Lightfoot (1974),3769,caper oscar_(best_supporting_actor) bank_robbery heist road_movie friendship,action,1974,caper oscar_(best_supporting_actor) bank_robbery heist road_movie friendship action
Braddock: Missing in Action III (1988),3768,action_packed chase action good_action,action war,1988,action_packed chase action good_action action war
Missing in Action 2: The Beginning (1985),3767,camp jungle action vietnam_war,action war,1985,camp jungle action vietnam_war action war
Missing in Action (1984),3766,vietnam_war camp action_packed action jungle good_action,action war,1984,vietnam_war camp action_packed action jungle good_action action war
"Hot Spot, The (1990)",3765,nudity_(topless___notable) erotic nudity_(full_frontal___notable) sexy noir_thriller,crime drama romance,1990,nudity_(topless___notable) erotic nudity_(full_frontal___notable) sexy noir_thriller crime drama romance
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),3764,good_sequel chase sequel action special_effects sequels,action crime thriller,1991,good_sequel chase sequel action special_effects sequels action crime thriller
F/X (1986),3763,chase fun_movie suspense special_effects thriller corruption good_action,action crime thriller,1986,chase fun_movie suspense special_effects thriller corruption good_action action crime thriller
"Blood In, Blood Out (1993)",3761,gangs violence gangsters mentor great_acting prison,action crime drama thriller,1993,gangs violence gangsters mentor great_acting prison action crime drama thriller
"Kentucky Fried Movie, The (1977)",3760,funniest_movies absurd funny humor satire comedy saturday_night_live hilarious parody spoof,comedy,1977,funniest_movies absurd funny humor satire comedy saturday_night_live hilarious parody spoof comedy
Fun and Fancy Free (1947),3759,animals fairy_tale animated animation cartoon fun_movie cute disney,animation children musical,1947,animals fairy_tale animated animation cartoon fun_movie cute disney animation children musical
Communion (1989),3758,weird surreal based_on_a_book alien aliens,drama sci_fi thriller,1989,weird surreal based_on_a_book alien aliens drama sci_fi thriller
Asylum (1972),3757,weird macabre horror psychiatrist insanity doctors creepy original,horror,1972,weird macabre horror psychiatrist insanity doctors creepy original horror
"Golden Bowl, The (2000)",3756,costume_drama period_piece,drama,2000,costume_drama period_piece drama
"Perfect Storm, The (2000)",3755,natural_disaster big_budget drama disaster special_effects,drama thriller,2000,natural_disaster big_budget drama disaster special_effects drama thriller
"Adventures of Rocky and Bullwinkle, The (2000)",3754,animation cartoon based_on_a_tv_show,adventure animation children comedy fantasy,2000,animation cartoon based_on_a_tv_show adventure animation children comedy fantasy
"Patriot, The (2000)",3753,best_war_films slavery period_piece big_budget epic factual action civil_war us_history historical war revolution violence revenge history,action drama war,2000,best_war_films slavery period_piece big_budget epic factual action civil_war us_history historical war revolution violence revenge history action drama war
"Me, Myself & Irene (2000)",3752,funniest_movies silly_fun dumb foul_language funny very_funny humor funny_as_hell comedy hilarious,adventure comedy,2000,funniest_movies silly_fun dumb foul_language funny very_funny humor funny_as_hell comedy hilarious adventure comedy
Chicken Run (2000),3751,stop_motion animals kids animated story animation cartoon prison_escape claymation children aardman cute computer_animation kids_and_family aardman_studios original,animation children comedy,2000,stop_motion animals kids animated story animation cartoon prison_escape claymation children aardman cute computer_animation kids_and_family aardman_studios original animation children comedy
"Time Regained (Temps retrouvé, Le) (1999)",3749,enigmatic art_house intimate independent_film reflective literary_adaptation,drama,1999,enigmatic art_house intimate independent_film reflective literary_adaptation drama
Jesus' Son (1999),3747,narrated heroin redemption drugs addiction drug_abuse independent_film drug_addiction,drama,1999,narrated heroin redemption drugs addiction drug_abuse independent_film drug_addiction drama
Butterfly (La lengua de las mariposas) (1999),3746,spanish latin_america coming_of_age spanish_civil_war teacher mentor spain childhood innocence_lost fascism friendship,drama,1999,spanish latin_america coming_of_age spanish_civil_war teacher mentor spain childhood innocence_lost fascism friendship drama
Titan A.E. (2000),3745,alien animated animation visually_stunning aliens space_travel space science_fiction sci_fi computer_animation scifi space_opera,action adventure animation children sci_fi,2000,alien animated animation visually_stunning aliens space_travel space science_fiction sci_fi computer_animation scifi space_opera action adventure animation children sci_fi
Shaft (2000),3744,remake kick_butt_women action violence vigilante,action crime thriller,2000,remake kick_butt_women action violence vigilante action crime thriller
Boys and Girls (2000),3743,friendship teen_movie chick_flick romantic_comedy,comedy romance,2000,friendship teen_movie chick_flick romantic_comedy comedy romance
Battleship Potemkin (1925),3742,masterpiece rebellion revolution criterion imdb_top_250 silent,drama war,1925,masterpiece rebellion revolution criterion imdb_top_250 silent drama war
Badlands (1973),3741,lyrical criterion masterpiece amazing_cinematography narrated meditative loneliness violent bleak stylized enigmatic murder melancholic cinematography crime road_movie solitude road_trip,crime drama thriller,1973,lyrical criterion masterpiece amazing_cinematography narrated meditative loneliness violent bleak stylized enigmatic murder melancholic cinematography crime road_movie solitude road_trip crime drama thriller
Big Trouble in Little China (1986),3740,kung_fu adventure action awesome_soundtrack dark_fantasy fun_movie cult_classic special_effects martial_arts fight_scenes 80s cult_film 1980s quotable goofy wuxia,action adventure comedy fantasy,1986,kung_fu adventure action awesome_soundtrack dark_fantasy fun_movie cult_classic special_effects martial_arts fight_scenes 80s cult_film 1980s quotable goofy wuxia action adventure comedy fantasy
Trouble in Paradise (1932),3739,con_artists criterion,comedy romance,1932,con_artists criterion comedy romance
"Sugarland Express, The (1974)",3738,texas chase hostage based_on_true_story based_on_a_true_story police prison_escape kidnapping adoption road_movie downbeat runaway,drama,1974,texas chase hostage based_on_true_story based_on_a_true_story police prison_escape kidnapping adoption road_movie downbeat runaway drama
Lonely Are the Brave (1962),3737,black_and_white horses,drama western,1962,black_and_white horses drama western
"Ace in the Hole (Big Carnival, The) (1951)",3736,social_commentary masterpiece cynical greed bleak storytelling satire journalism imdb_top_250 manipulation criterion downbeat rags_to_riches,drama,1951,social_commentary masterpiece cynical greed bleak storytelling satire journalism imdb_top_250 manipulation criterion downbeat rags_to_riches drama
Serpico (1973),3735,new_york_city 1970s organized_crime dramatic gritty based_on_true_story police_corruption drama mentor police new_york undercover_cop imdb_top_250 true_story great_acting corruption character_study intense based_on_a_true_story tense forceful fighting_the_system excellent_script,crime drama,1973,new_york_city 1970s organized_crime dramatic gritty based_on_true_story police_corruption drama mentor police new_york undercover_cop imdb_top_250 true_story great_acting corruption character_study intense based_on_a_true_story tense forceful fighting_the_system excellent_script crime drama
Prince of the City (1981),3734,police_corruption police great_acting corruption lawyers,drama,1981,police_corruption police great_acting corruption lawyers drama
"Paper Chase, The (1973)",3733,oscar_(best_supporting_actor) oscar_(best_directing) lawyers adapted_from:book,drama,1973,oscar_(best_supporting_actor) oscar_(best_directing) lawyers adapted_from:book drama
"Fury, The (1978)",3732,supernatural kidnapping,horror,1978,supernatural kidnapping horror
"Conversation, The (1974)",3730,claustrophobic mystery psychology complex secrets ominous reflective cerebral masterpiece paranoid loneliness great_ending murder complicated imdb_top_250 thriller suspenseful san_francisco golden_palm spying character_study surveillance francis_ford_copolla enigmatic conspiracy psychological tense obsession espionage paranoia,drama mystery,1974,claustrophobic mystery psychology complex secrets ominous reflective cerebral masterpiece paranoid loneliness great_ending murder complicated imdb_top_250 thriller suspenseful san_francisco golden_palm spying character_study surveillance francis_ford_copolla enigmatic conspiracy psychological tense obsession espionage paranoia drama mystery
Shaft (1971),3729,gunfight crime blaxploitation gangsters,action crime drama thriller,1971,gunfight crime blaxploitation gangsters action crime drama thriller
One False Move (1992),3728,thriller gritty small_town violence violent independent_film police_investigation suspense redemption tense crime_gone_awry neo_noir crime los_angeles,crime drama film_noir thriller,1992,thriller gritty small_town violence violent independent_film police_investigation suspense redemption tense crime_gone_awry neo_noir crime los_angeles crime drama film_noir thriller
Near Dark (1987),3727,nocturnal small_town vampires goth violent dark cult_classic stylish eerie vampire blood stylized creepy,horror western,1987,nocturnal small_town vampires goth violent dark cult_classic stylish eerie vampire blood stylized creepy horror western
Assault on Precinct 13 (1976),3726,gangs violence violent police cult_classic tense suspense cult_film gunfight los_angeles original,action thriller,1976,gangs violence violent police cult_classic tense suspense cult_film gunfight los_angeles original action thriller
American Pop (1981),3725,rock_and_roll music animated animation good_soundtrack psychedelic jazz musicians music_business,animation musical,1981,rock_and_roll music animated animation good_soundtrack psychedelic jazz musicians music_business animation musical
Coming Home (1978),3724,best_war_films vietnam_war powerful_ending vietnam war oscar_(best_actress) anti_war war_movie oscar_(best_directing) wartime,drama war,1978,best_war_films vietnam_war powerful_ending vietnam war oscar_(best_actress) anti_war war_movie oscar_(best_directing) wartime drama war
Hamlet (1990),3723,based_on_a_play shakespeare amazing_photography,drama,1990,based_on_a_play shakespeare amazing_photography drama
American Virgin (2000),3722,pornography,comedy,2000,pornography comedy
Trixie (2000),3721,off_beat_comedy,comedy crime mystery,2000,off_beat_comedy comedy crime mystery
Sunshine (1999),3720,holocaust jews us_history historical history,drama,1999,holocaust jews us_history historical history drama
Love's Labour's Lost (2000),3719,based_on_a_play shakespeare,comedy romance,2000,based_on_a_play shakespeare comedy romance
Gone in 60 Seconds (2000),3717,chase big_budget cool action_packed car_chase action cars heist fast_paced good_action,action crime,2000,chase big_budget cool action_packed car_chase action cars heist fast_paced good_action action crime
Fatal Beauty (1987),3716,undercover_cop,action comedy crime drama,1987,undercover_cop action comedy crime drama
Burglar (1987),3715,chase murder_mystery,comedy crime,1987,chase murder_mystery comedy crime
"Long Walk Home, The (1990)",3713,segregation,drama,1990,segregation drama
Soapdish (1991),3712,robert_downey_jr,comedy,1991,robert_downey_jr comedy
Sarafina! (1992),3711,music segregation south_africa,drama,1992,music segregation south_africa drama
Action Jackson (1988),3710,action_packed action explosions good_action,action comedy crime thriller,1988,action_packed action explosions good_action action comedy crime thriller
Sleepwalkers (1992),3709,mother_son_relationship horror,horror,1992,mother_son_relationship horror horror
Firestarter (1984),3708,based_on_a_book adaptation,horror thriller,1984,based_on_a_book adaptation horror thriller
9 1/2 Weeks (Nine 1/2 Weeks) (1986),3707,sexual bdsm erotic relationships sexy free_to_download sex pornography,drama romance,1986,sexual bdsm erotic relationships sexy free_to_download sex pornography drama romance
Angel Heart (1987),3706,twist_ending mystery amnesia ominous creepy noir_thriller mindfuck great_ending private_detective investigation twists_&_turns devil voodoo enigmatic dark psychological stylish new_orleans murder_mystery cinematography,film_noir horror mystery thriller,1987,twist_ending mystery amnesia ominous creepy noir_thriller mindfuck great_ending private_detective investigation twists_&_turns devil voodoo enigmatic dark psychological stylish new_orleans murder_mystery cinematography film_noir horror mystery thriller
Bird on a Wire (1990),3705,action_packed chase action good_action,action comedy romance,1990,action_packed chase action good_action action comedy romance
Mad Max Beyond Thunderdome (1985),3704,post_apocalyptic chase dystopia franchise desert action apocalypse australia lone_hero 70mm futuristic,action adventure sci_fi,1985,post_apocalyptic chase dystopia franchise desert action apocalypse australia lone_hero 70mm futuristic action adventure sci_fi
"Road Warrior, The (Mad Max 2) (1981)",3703,chase dystopia action visceral lone_hero violence post_apocalyptic cult_classic motorcycle action_packed apocalypse road_movie original future gangs violent australia realistic_action desert car_chase cars futuristic good_action,action adventure sci_fi thriller,1981,chase dystopia action visceral lone_hero violence post_apocalyptic cult_classic motorcycle action_packed apocalypse road_movie original future gangs violent australia realistic_action desert car_chase cars futuristic good_action action adventure sci_fi thriller
Mad Max (1979),3702,chase dystopia action visceral lone_hero violence revenge post_apocalyptic cult_classic motorcycle dystopic_future apocalypse road_movie future gangs violent cult_film australia vigilante car_chase cars vengeance futuristic original low_budget,action adventure sci_fi,1979,chase dystopia action visceral lone_hero violence revenge post_apocalyptic cult_classic motorcycle dystopic_future apocalypse road_movie future gangs violent cult_film australia vigilante car_chase cars vengeance futuristic original low_budget action adventure sci_fi
Alien Nation (1988),3701,alien alien_invasion allegory first_contact aliens science_fiction sci_fi scifi,crime drama sci_fi thriller,1988,alien alien_invasion allegory first_contact aliens science_fiction sci_fi scifi crime drama sci_fi thriller
"Brother from Another Planet, The (1984)",3700,allegory alien aliens independent_film,drama sci_fi,1984,allegory alien aliens independent_film drama sci_fi
Starman (1984),3699,romance alien aliens space first_contact love_story science_fiction scifi sci_fi,adventure drama romance sci_fi,1984,romance alien aliens space first_contact love_story science_fiction scifi sci_fi adventure drama romance sci_fi
"Running Man, The (1987)",3698,future chase dystopia based_on_a_book 1980s action prison_escape futuristic arnold reality_tv good_action,action sci_fi,1987,future chase dystopia based_on_a_book 1980s action prison_escape futuristic arnold reality_tv good_action action sci_fi
Predator 2 (1990),3697,good_sequel chase gangs hunting alien sequel action aliens jungle lone_hero 70mm sequels weapons los_angeles good_action,action sci_fi thriller,1990,good_sequel chase gangs hunting alien sequel action aliens jungle lone_hero 70mm sequels weapons los_angeles good_action action sci_fi thriller
Night of the Creeps (1986),3696,splatter zombie alien cult_classic horror aliens cult_film 80s 1980s,comedy horror sci_fi thriller,1986,splatter zombie alien cult_classic horror aliens cult_film 80s 1980s comedy horror sci_fi thriller
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",3695,sequels sequel splatter,comedy horror,1989,sequels sequel splatter comedy horror
"Toxic Avenger, Part II, The (1989)",3694,splatter cult_film sequel tokyo,comedy horror,1989,splatter cult_film sequel tokyo comedy horror
"Toxic Avenger, The (1985)",3693,splatter cult_film cult_classic,comedy horror,1985,splatter cult_film cult_classic comedy horror
Class of Nuke 'Em High (1986),3692,splatter cult_film cult_classic mutants,comedy horror,1986,splatter cult_film cult_classic mutants comedy horror
Private School (1983),3691,nudity_(topless___notable) teenager nudity_(full_frontal) high_school teens erotic virginity school nudity_(full_frontal___notable) 80s sex_comedy sexy teen sex pornography teen_movie,comedy,1983,nudity_(topless___notable) teenager nudity_(full_frontal) high_school teens erotic virginity school nudity_(full_frontal___notable) 80s sex_comedy sexy teen sex pornography teen_movie comedy
Porky's Revenge (1985),3690,teenager franchise nudity_(topless) male_nudity teen high_school teen_movie,comedy,1985,teenager franchise nudity_(topless) male_nudity teen high_school teen_movie comedy
Porky's II: The Next Day (1983),3689,teenager teens male_nudity sex_comedy teen nudity_(topless___brief) nudity_(topless) teen_movie,comedy,1983,teenager teens male_nudity sex_comedy teen nudity_(topless___brief) nudity_(topless) teen_movie comedy
Porky's (1982),3688,adolescence virginity pornography geeks nudity_(topless___notable) school 80s sex_comedy teens nudity funny male_nudity teen high_school teenager cheerleading nudity_(full_frontal___notable) comedy dumb_but_funny sex teen_movie,comedy,1982,adolescence virginity pornography geeks nudity_(topless___notable) school 80s sex_comedy teens nudity funny male_nudity teen high_school teenager cheerleading nudity_(full_frontal___notable) comedy dumb_but_funny sex teen_movie comedy
Light Years (Gandahar) (1988),3687,weird future surreal animation utopia science_fiction sci_fi surrealism scifi,adventure animation fantasy sci_fi,1988,weird future surreal animation utopia science_fiction sci_fi surrealism scifi adventure animation fantasy sci_fi
Flatliners (1990),3686,life_&_death alternate_reality afterlife supernatural ghosts/afterlife death,horror sci_fi thriller,1990,life_&_death alternate_reality afterlife supernatural ghosts/afterlife death horror sci_fi thriller
Prizzi's Honor (1985),3685,mafia coen_bros gangsters gangster mob hitman oscar_(best_supporting_actress) dark_comedy organized_crime dark_humor hit_men,comedy drama romance,1985,mafia coen_bros gangsters gangster mob hitman oscar_(best_supporting_actress) dark_comedy organized_crime dark_humor hit_men comedy drama romance
"Fabulous Baker Boys, The (1989)",3684,music musicians brothers jazz,drama romance,1989,music musicians brothers jazz drama romance
Blood Simple (1984),3683,betrayal coen_brothers neo_noir crime_gone_awry crime noir_thriller adultery murder criterion thriller imdb_top_250 dark_humor suspenseful cynical coen_bros good_soundtrack twists_&_turns suspense dark plot_twist stylish tense stylized talky original cinematography,crime drama film_noir,1984,betrayal coen_brothers neo_noir crime_gone_awry crime noir_thriller adultery murder criterion thriller imdb_top_250 dark_humor suspenseful cynical coen_bros good_soundtrack twists_&_turns suspense dark plot_twist stylish tense stylized talky original cinematography crime drama film_noir
Magnum Force (1973),3682,chase action violence crime vigilantism police_corruption police motorcycle murder good_sequel violent san_francisco investigation gunfight corruption vigilante justice sequel brutality vengeance sequels forceful good_action,action crime drama thriller,1973,chase action violence crime vigilantism police_corruption police motorcycle murder good_sequel violent san_francisco investigation gunfight corruption vigilante justice sequel brutality vengeance sequels forceful good_action action crime drama thriller
For a Few Dollars More (Per qualche dollaro in più) (1965),3681,masterpiece great_movie greed ennio_morricone good_soundtrack moral_ambiguity violent spaghetti_western western tense storytelling imdb_top_250 gunfight oscar_(best_directing) classic,action drama thriller western,1965,masterpiece great_movie greed ennio_morricone good_soundtrack moral_ambiguity violent spaghetti_western western tense storytelling imdb_top_250 gunfight oscar_(best_directing) classic action drama thriller western
"Decline of Western Civilization Part II: The Metal Years, The (1988)",3680,social_commentary musicians rock_and_roll,documentary,1988,social_commentary musicians rock_and_roll documentary
"Decline of Western Civilization, The (1981)",3679,hip_hop rock_and_roll punk music cult_classic documentary rebellion musicians los_angeles,documentary musical,1981,hip_hop rock_and_roll punk music cult_classic documentary rebellion musicians los_angeles documentary musical
"Man with the Golden Arm, The (1955)",3678,jazz addiction drug_abuse drug_addiction dramatic,drama,1955,jazz addiction drug_abuse drug_addiction dramatic drama
Baraka (1992),3677,masterpiece visual amazing_cinematography photography meditative enigmatic visually_stunning environment breathtaking beautiful beautifully_filmed 70mm scenic stunning cinematography,documentary,1992,masterpiece visual amazing_cinematography photography meditative enigmatic visually_stunning environment breathtaking beautiful beautifully_filmed 70mm scenic stunning cinematography documentary
Eraserhead (1977),3676,art_house hallucinatory creepy dreamlike cerebral paranoid mindfuck cult_classic visually_appealing criterion strange weird surreal bizarre cult_film lynch enigmatic dark disturbing surrealism insanity,drama horror,1977,art_house hallucinatory creepy dreamlike cerebral paranoid mindfuck cult_classic visually_appealing criterion strange weird surreal bizarre cult_film lynch enigmatic dark disturbing surrealism insanity drama horror
White Christmas (1954),3675,holiday christmas musical dancing dance,comedy musical romance,1954,holiday christmas musical dancing dance comedy musical romance
For the Love of Benji (1977),3674,family dogs dog,adventure children comedy drama,1977,family dogs dog adventure children comedy drama
Benji the Hunted (1987),3673,animals family animal_movie dog,adventure children,1987,animals family animal_movie dog adventure children
Benji (1974),3672,family talking_animals camp dogs children dog,adventure children,1974,family talking_animals camp dogs children dog adventure children
Blazing Saddles (1974),3671,satirical highly_quotable off_beat_comedy funny_as_hell satire hilarious parody funniest_movies imdb_top_250 western goofy classic silly_fun race_issues funny gunfight social_commentary absurd humor comedy quotable dumb_but_funny spoof,comedy western,1974,satirical highly_quotable off_beat_comedy funny_as_hell satire hilarious parody funniest_movies imdb_top_250 western goofy classic silly_fun race_issues funny gunfight social_commentary absurd humor comedy quotable dumb_but_funny spoof comedy western
Story of G.I. Joe (1945),3670,best_war_films wwii wartime world_war_ii,war,1945,best_war_films wwii wartime world_war_ii war
Stay Tuned (1992),3669,spoof parody television,comedy,1992,spoof parody television comedy
Romeo and Juliet (1968),3668,tragedy love_story oscar_(best_cinematography) based_on_a_play shakespeare love,drama romance,1968,tragedy love_story oscar_(best_cinematography) based_on_a_play shakespeare love drama romance
Retro Puppet Master (Puppet Master 7) (1999),3666,stop_motion horror franchise,horror sci_fi thriller,1999,stop_motion horror franchise horror sci_fi thriller
Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),3665,stop_motion franchise,horror sci_fi thriller,1998,stop_motion franchise horror sci_fi thriller
Puppet Master 5: The Final Chapter (1994),3664,splatter stop_motion franchise sequel demons,horror sci_fi thriller,1994,splatter stop_motion franchise sequel demons horror sci_fi thriller
Puppet Master 4 (1993),3663,splatter stop_motion franchise sequel demons horror,horror sci_fi thriller,1993,splatter stop_motion franchise sequel demons horror horror sci_fi thriller
Puppet Master III: Toulon's Revenge (1991),3662,stop_motion sequel horror franchise,horror sci_fi thriller,1991,stop_motion sequel horror franchise horror sci_fi thriller
Quatermass 2 (Enemy from Space) (1957),3659,alien aliens science_fiction intelligent_sci_fi sci_fi,sci_fi thriller,1957,alien aliens science_fiction intelligent_sci_fi sci_fi sci_fi thriller
Quatermass and the Pit (1967),3658,alien aliens science_fiction intelligent_sci_fi sci_fi scifi,horror sci_fi,1967,alien aliens science_fiction intelligent_sci_fi sci_fi scifi horror sci_fi
Blow-Out (La grande bouffe) (1973),3655,life_&_death suicide allegory sex death,drama,1973,life_&_death suicide allegory sex death drama
"Guns of Navarone, The (1961)",3654,best_war_films great_movie german world_war_ii story adventure action foul_language tense wwii 70mm gunfight wartime good_action,action adventure drama war,1961,best_war_films great_movie german world_war_ii story adventure action foul_language tense wwii 70mm gunfight wartime good_action action adventure drama war
"Endless Summer, The (1966)",3653,photography narrated good_soundtrack surfing california documentary australia scenic south_africa hawaii africa,documentary,1966,photography narrated good_soundtrack surfing california documentary australia scenic south_africa hawaii africa documentary
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",3652,splatter gore weird zombie zombies horror gruesome cult_classic visceral supernatural blood gory creepy,horror,1980,splatter gore weird zombie zombies horror gruesome cult_classic visceral supernatural blood gory creepy horror
Anguish (Angustia) (1987),3650,splatter weird horror violence,horror,1987,splatter weird horror violence horror
American Gigolo (1980),3649,los_angeles detective stylish murder murder_mystery pornography,drama,1980,los_angeles detective stylish murder murder_mystery pornography drama
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",3648,modern_fantasy horror cult_classic monster creepy,horror sci_fi,1957,modern_fantasy horror cult_classic monster creepy horror sci_fi
Big Momma's House (2000),3646,comedy funny undercover_cop,comedy,2000,comedy funny undercover_cop comedy
Cleo from 5 to 7 (Cléo de 5 à 7) (1962),3645,life_&_death cancer existentialism meditative black_and_white melancholy stylized enigmatic golden_palm melancholic intimate criterion paris poignant solitude reflective death,drama,1962,life_&_death cancer existentialism meditative black_and_white melancholy stylized enigmatic golden_palm melancholic intimate criterion paris poignant solitude reflective death drama
Dark Command (1940),3644,texas slavery western civil_war american_civil_war gunfight,western,1940,texas slavery western civil_war american_civil_war gunfight western
"Fighting Seabees, The (1944)",3643,wwii propaganda wartime world_war_ii,action drama war,1944,wwii propaganda wartime world_war_ii action drama war
"Woman of Paris, A (1923)",3641,silent criterion,drama,1923,silent criterion drama
"King in New York, A (1957)",3640,social_commentary satirical satire revolution,comedy drama,1957,social_commentary satirical satire revolution comedy drama
"Man with the Golden Gun, The (1974)",3639,james_bond assassin silly_fun franchise 007 chase assassination bond secret_service spying espionage 007_(series),action adventure thriller,1974,james_bond assassin silly_fun franchise 007 chase assassination bond secret_service spying espionage 007_(series) action adventure thriller
